time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-06-03T18:40:09.890Z,44.0976667,-121.3301667,0.02,2.32,md,8,138,0.03098,0.5,uw,uw61020187,2015-06-03T19:33:20.200Z,"4km NNW of Bend, Oregon",explosion
2015-06-03T18:25:30.500Z,33.5966667,-116.8156667,9.05,1.29,ml,41,37,0.04271,0.14,ci,ci37393024,2015-06-03T20:11:52.240Z,"14km WNW of Anza, California",earthquake
2015-06-03T18:20:00.330Z,38.0828333,-112.3795,5.63,1.8,ml,15,88,0.16,0.3,uu,uu60113207,2015-06-03T21:37:04.790Z,"22km SW of Junction, Utah",earthquake
2015-06-03T18:18:14.000Z,53.9029,-165.3017,67.3,1.6,ml,,,,0.22,ak,ak11620533,2015-06-08T20:02:11.944Z,"40km SE of Akutan, Alaska",earthquake
2015-06-03T18:11:04.200Z,36.2156,142.0924,32.63,4.2,mb,,181,1.537,0.83,us,us20002lr0,2015-06-04T02:13:39.899Z,"125km ENE of Hasaki, Japan",earthquake
2015-06-03T18:06:29.000Z,51.4736,-177.1088,37.9,1.5,ml,,,,0.39,ak,ak11620532,2015-06-08T20:02:11.106Z,"54km SW of Adak, Alaska",earthquake
2015-06-03T18:03:48.000Z,57.1608,-156.0281,65.5,1.8,ml,,,,0.31,ak,ak11620531,2015-06-08T20:02:10.149Z,"130km WSW of Larsen Bay, Alaska",earthquake
2015-06-03T17:57:39.000Z,53.8288,-166.8558,0.8,1,ml,,,,0.46,ak,ak11616247,2015-06-08T20:02:24.437Z,"21km WSW of Dutch Harbor, Alaska",earthquake
2015-06-03T17:35:23.146Z,37.3575,-114.6525,10.3536,1.1,ml,10,115.25,0.321,0.1632,nn,nn00497147,2015-06-03T20:56:01.449Z,"31km SSW of Caliente, Nevada",earthquake
2015-06-03T17:24:34.150Z,-2.9136,126.2531,38.94,4.2,mb,,73,3.826,0.75,us,us20002lqk,2015-06-04T01:27:17.481Z,"27km NW of Airbuaya, Indonesia",earthquake
2015-06-03T17:23:51.000Z,47.4556,-112.7216,20,1.9,mc,23,201.599983872001,0.432988,0.1,mb,mb15533595,2015-06-04T17:45:13.974Z,"55km N of Lincoln, Montana",earthquake
2015-06-03T17:20:42.000Z,58.0229,-154.2313,68.4,1.3,ml,,,,0.4,ak,ak11620529,2015-06-08T20:02:09.188Z,"55km NNW of Larsen Bay, Alaska",earthquake
2015-06-03T17:16:21.000Z,62.9938,-150.8664,108.8,1.1,ml,,,,0.47,ak,ak11620528,2015-06-08T20:02:07.536Z,"84km NNW of Talkeetna, Alaska",earthquake
2015-06-03T16:48:14.200Z,19.1159,-66.4777,36,2.7,Md,14,270,0.63690554,0.12,pr,pr15154010,2015-06-23T03:55:05.883Z,"72km N of Tierras Nuevas Poniente, Puerto Rico",earthquake
2015-06-03T16:47:40.350Z,38.7898331,-122.7354965,2.33,1.06,md,20,58,0.006656,0.02,nc,nc72460426,2015-06-03T16:49:15.780Z,"2km NE of The Geysers, California",earthquake
2015-06-03T16:46:16.300Z,36.6647,-97.8267,5.692,2.5,ml,,91,,0.33,us,us20002lrn,2015-06-23T03:52:18.982Z,"17km SSW of Medford, Oklahoma",earthquake
2015-06-03T16:42:30.200Z,35.8263,-97.4183,6.486,2.3,ml,,98,,0.3,us,us20002lre,2015-06-23T03:54:28.811Z,"5km S of Guthrie, Oklahoma",earthquake
2015-06-03T16:37:11.210Z,44.7275,-122.585,0.02,1.4,ml,5,228,0.2314,0.38,uw,uw61020017,2015-06-03T17:05:35.720Z,"5km SSE of Lyons, Oregon",explosion
2015-06-03T16:36:27.120Z,-23.9645,-179.7061,503.44,4.3,mb,,100,5.494,0.93,us,us20002pe1,2015-06-23T03:41:44.042Z,"South of the Fiji Islands",earthquake
2015-06-03T16:30:40.000Z,62.9419,-150.4921,93,1.3,ml,,,,0.37,ak,ak11616212,2015-06-08T20:01:39.473Z,"71km NNW of Talkeetna, Alaska",earthquake
2015-06-03T16:21:19.000Z,56.4856,-156.4776,81.6,2.1,ml,,,,0.61,ak,ak11620525,2015-06-08T20:02:06.598Z,"90km NW of Chirikof Island, Alaska",earthquake
2015-06-03T16:17:59.000Z,60.9532,-150.5196,25.9,1.2,ml,,,,0.51,ak,ak11616211,2015-06-08T20:02:27.794Z,"44km SW of Anchorage, Alaska",earthquake
2015-06-03T16:17:29.750Z,40.4583333,-124.4488333,25.98,2.12,md,15,235,0.08668,0.09,nc,nc72460416,2015-06-13T03:41:04.503Z,"20km SW of Ferndale, California",earthquake
2015-06-03T16:16:23.360Z,33.293,-116.7448333,12.83,1.51,ml,44,40,0.05805,0.16,ci,ci37393008,2015-06-03T16:50:01.620Z,"6km NNE of Lake Henshaw, California",earthquake
2015-06-03T16:14:45.820Z,19.2058334,-155.4101715,34.15,2.02,md,46,159,0.0337,0.14,hv,hv60952241,2015-06-03T16:18:03.700Z,"7km E of Pahala, Hawaii",earthquake
2015-06-03T16:05:56.944Z,38.517,-116.4433,0,1.63,ml,7,202.04,0.755,0.1975,nn,nn00497142,2015-06-03T17:12:18.327Z,"36km N of Warm Springs, Nevada",earthquake
2015-06-03T16:05:32.000Z,60.6936,-150.1867,41.8,1.6,ml,,,,0.47,ak,ak11616206,2015-06-08T20:01:38.758Z,"36km ENE of Sterling, Alaska",earthquake
2015-06-03T15:57:07.000Z,59.9975,-152.7237,89,1.4,ml,,,,0.44,ak,ak11620521,2015-06-08T20:02:05.774Z,"54km S of Redoubt Volcano, Alaska",earthquake
2015-06-03T15:50:03.000Z,62.968,-150.6081,107,1.1,ml,,,,0.2,ak,ak11620520,2015-06-08T20:02:04.980Z,"76km NNW of Talkeetna, Alaska",earthquake
2015-06-03T15:39:06.000Z,54.8678,-162.9562,12.6,1.9,ml,,,,0.61,ak,ak11620518,2015-06-08T20:02:03.250Z,"29km E of False Pass, Alaska",earthquake
2015-06-03T15:39:06.000Z,59.2917,-137.7092,2.8,1.6,ml,,,,0.82,ak,ak11620519,2015-06-08T20:02:03.922Z,"118km ESE of Yakutat, Alaska",earthquake
2015-06-03T15:37:46.870Z,10.7465,126.2052,17.01,4.6,mb,,115,3.705,0.7,us,us20002pe0,2015-06-23T01:53:28.214Z,"46km ESE of Sulangan, Philippines",earthquake
2015-06-03T15:34:05.730Z,34.0418333,-117.0383333,14.45,1.41,ml,61,44,0.06184,0.14,ci,ci37392992,2015-06-03T16:40:17.261Z,"1km NNE of Yucaipa, California",earthquake
2015-06-03T15:30:10.600Z,0.5712,97.0943,29.08,4.2,mb,,215,0.872,0.14,us,us20002pdz,2015-06-23T01:42:46.112Z,"225km SSE of Sinabang, Indonesia",earthquake
2015-06-03T15:28:27.000Z,63.4956,-149.6745,4.8,1.7,ml,,,,0.56,ak,ak11616176,2015-06-08T20:01:41.338Z,"37km WNW of Cantwell, Alaska",earthquake
2015-06-03T15:11:17.000Z,54.3813,-164.7093,83.9,2,ml,,,,0.31,ak,ak11616173,2015-06-08T20:02:26.974Z,"74km ENE of Akutan, Alaska",earthquake
2015-06-03T15:09:36.730Z,50.9141,-177.5938,38.53,4,mb,,195,0.876,1,us,us20002lny,2015-06-23T01:39:09.928Z,"112km ESE of Amatignak Island, Alaska",earthquake
2015-06-03T15:06:27.000Z,54.1782,-164.185,49.2,1.7,ml,,,,0.31,ak,ak11616168,2015-06-08T20:02:28.652Z,"89km SW of False Pass, Alaska",earthquake
2015-06-03T14:50:33.000Z,61.0562,-148.42,0,1.2,ml,,,,0.46,ak,ak11616166,2015-06-08T20:01:40.332Z,"34km NNE of Whittier, Alaska",earthquake
2015-06-03T14:43:23.000Z,63.1697,-149.3207,85.9,2,ml,,,,0.44,ak,ak11616162,2015-06-08T20:01:43.346Z,"30km SW of Cantwell, Alaska",earthquake
2015-06-03T14:26:23.000Z,60.1594,-151.8555,55.8,1.6,ml,,,,0.59,ak,ak11616161,2015-06-08T20:01:42.406Z,"38km SW of Cohoe, Alaska",earthquake
2015-06-03T14:21:36.000Z,64.2523,-149.9493,14.1,1.7,ml,,,,0.7,ak,ak11616133,2015-06-08T20:01:45.360Z,"54km SW of North Nenana, Alaska",earthquake
2015-06-03T14:20:18.000Z,63.2596,-151.106,9.4,1.2,ml,,,,0.72,ak,ak11616132,2015-06-08T20:01:44.173Z,"108km W of Cantwell, Alaska",earthquake
2015-06-03T14:16:06.000Z,60.9296,-152.4893,119.5,1.4,ml,,,,0.24,ak,ak11620508,2015-06-08T20:02:02.305Z,"51km NNE of Redoubt Volcano, Alaska",earthquake
2015-06-03T13:57:03.000Z,55.9763,-160.3544,162.5,2.3,ml,,,,0.53,ak,ak11620506,2015-06-08T20:02:01.566Z,"71km N of Sand Point, Alaska",earthquake
2015-06-03T13:55:10.000Z,62.0198,-144.1695,10,1,ml,,,,0.81,ak,ak11620504,2015-06-08T20:02:18.813Z,"57km NNE of Chitina, Alaska",earthquake
2015-06-03T13:49:30.900Z,19.5235,-66.2919,11,3,Md,8,298.8,1.06450361,0.25,pr,pr15154006,2015-06-03T21:52:02.838Z,"117km N of Brenas, Puerto Rico",earthquake
2015-06-03T13:25:30.310Z,44.5123,-129.8296,10,4,mb,,203,4.309,0.57,us,us20002lm4,2015-06-04T01:13:56.870Z,"Off the coast of Oregon",earthquake
2015-06-03T13:21:43.550Z,44.4836,-129.7393,10,3.1,ml,,288,4.238,0.66,us,us20002lm3,2015-06-03T21:24:22.692Z,"Off the coast of Oregon",earthquake
2015-06-03T13:18:55.000Z,61.8441,-149.7345,48.1,1,ml,,,,0.31,ak,ak11620503,2015-06-08T20:02:17.977Z,"19km NE of Willow, Alaska",earthquake
2015-06-03T13:18:39.000Z,63.6195,-147.0522,3.3,1.5,ml,,,,0.81,ak,ak11616125,2015-06-08T20:01:47.899Z,"79km SW of Delta Junction, Alaska",earthquake
2015-06-03T13:11:46.000Z,52.8221,-169.4256,3.2,1.5,ml,,,,0.68,ak,ak11620501,2015-06-08T20:02:21.394Z,"39km WSW of Nikolski, Alaska",earthquake
2015-06-03T13:07:50.000Z,59.7776,-153.2704,113.3,1.9,ml,,,,0.58,ak,ak11616122,2015-06-08T20:01:46.604Z,"80km W of Anchor Point, Alaska",earthquake
2015-06-03T12:39:13.000Z,54.744,-164.137,4.5,2,ml,,,,0.39,ak,ak11616121,2015-06-08T19:55:45.840Z,"47km WSW of False Pass, Alaska",earthquake
2015-06-03T12:11:43.000Z,58.8359,-157.6166,24.5,2.8,ml,,,,0.55,ak,ak11616116,2015-06-03T20:14:32.032Z,"53km ESE of Dillingham, Alaska",earthquake
2015-06-03T12:09:21.000Z,59.8978,-152.8485,95.3,1.9,ml,,,,0.49,ak,ak11616115,2015-06-08T19:56:15.824Z,"58km WNW of Anchor Point, Alaska",earthquake
2015-06-03T12:05:58.700Z,46.9696,-112.767,12.5,1.3,mc,25,129.599989632001,0.1832563,0.18,mb,mb15206960,2015-06-03T20:41:36.433Z,"6km WNW of Lincoln, Montana",earthquake
2015-06-03T11:53:53.000Z,62.1814,-149.7901,51.6,1.3,ml,,,,0.25,ak,ak11616112,2015-06-08T19:56:14.891Z,"3km NE of Y, Alaska",earthquake
2015-06-03T11:50:12.900Z,17.6007,-65.5535,27,2.1,Md,4,309.6,0.49317509,0.09,pr,pr15154009,2015-06-03T16:08:49.951Z,"55km S of Esperanza, Puerto Rico",earthquake
2015-06-03T11:48:11.390Z,19.5109997,-155.8273315,11.28,2.03,ml,41,68,0.08792,0.22,hv,hv60952191,2015-06-03T11:53:55.260Z,"7km NNE of Honaunau-Napoopoo, Hawaii",earthquake
2015-06-03T11:45:00.000Z,64.9547,-152.0873,14.7,1.4,ml,,,,1.15,ak,ak11616111,2015-06-08T19:56:17.281Z,"24km S of Tanana, Alaska",earthquake
2015-06-03T11:37:16.000Z,56.2787,-156.4882,66.9,2,ml,,,,0.81,ak,ak11620491,2015-06-08T19:56:07.619Z,"73km NW of Chirikof Island, Alaska",earthquake
2015-06-03T11:05:24.310Z,33.4991667,-116.4518333,11.065,1.1,ml,38,94,0.08808,0.18,ci,ci37392928,2015-06-03T14:12:27.800Z,"22km ESE of Anza, California",earthquake
2015-06-03T10:59:30.000Z,54.7464,-163.6568,29.3,1.6,ml,,,,0.66,ak,ak11620490,2015-06-08T19:56:06.849Z,"19km SW of False Pass, Alaska",earthquake
2015-06-03T10:57:02.000Z,51.2473,-177.9653,25.6,2.1,ml,,,,0.24,ak,ak11616091,2015-06-08T19:55:45.043Z,"71km S of Tanaga Volcano, Alaska",earthquake
2015-06-03T10:56:59.200Z,44.8568,-113.1925,4.8,1.2,mc,12,100.799991936001,0.2461384,0.09,mb,mb15680809,2015-06-03T20:41:31.588Z,"53km WNW of Lima, Montana",earthquake
2015-06-03T10:53:10.000Z,60.905,-138.5038,8.9,1.4,ml,,,,0.42,ak,ak11620488,2015-06-08T19:56:05.966Z,"56km WNW of Haines Junction, Canada",earthquake
2015-06-03T10:50:12.000Z,58.8592,-154.3645,118.3,2.1,ml,,,,0.45,ak,ak11616090,2015-06-08T19:56:16.609Z,"104km SSE of Old Iliamna, Alaska",earthquake
2015-06-03T10:47:09.910Z,28.7466,139.7296,417.3,4.1,mb,,76,2.724,0.65,us,us20002llj,2015-06-03T18:49:39.535Z,"Bonin Islands, Japan region",earthquake
2015-06-03T10:43:26.180Z,36.451,-89.5308333,8.71,1.38,md,12,157,0.06376,0.07,nm,nm60103691,2015-06-04T13:06:01.340Z,"9km NNW of Tiptonville, Tennessee",earthquake
2015-06-03T10:35:26.000Z,52.755,-169.4515,13.2,1.6,ml,,,,0.53,ak,ak11620486,2015-06-08T19:56:04.730Z,"44km WSW of Nikolski, Alaska",earthquake
2015-06-03T10:35:13.000Z,59.7866,-153.0217,102.2,1.5,ml,,,,0.49,ak,ak11620485,2015-06-08T19:56:04.074Z,"66km W of Anchor Point, Alaska",earthquake
2015-06-03T10:34:05.000Z,60.137,-141.4475,0,1.5,ml,,,,0.59,ak,ak11616089,2015-06-08T19:55:44.368Z,"55km E of Cape Yakataga, Alaska",earthquake
2015-06-03T10:22:04.192Z,37.1874,-116.7393,11.141,1.8,ml,23,89.96,0.046,0.1338,nn,nn00497130,2015-06-04T02:41:23.803Z,"30km N of Beatty, Nevada",earthquake
2015-06-03T10:14:01.000Z,61.285,-151.1093,70.3,1.5,ml,,,,0.47,ak,ak11616083,2015-06-08T19:56:19.080Z,"65km W of Anchorage, Alaska",earthquake
2015-06-03T10:08:40.990Z,37.3086667,-122.0875,4.86,1.18,md,18,57,0.02536,0.07,nc,nc72460336,2015-06-06T03:37:30.790Z,"4km SSE of Loyola, California",earthquake
2015-06-03T09:53:40.340Z,33.651,-116.738,15.121,1.45,ml,47,35,0.06659,0.16,ci,ci37392912,2015-06-03T14:12:34.380Z,"10km S of Idyllwild, California",earthquake
2015-06-03T09:49:37.840Z,40.54,-123.9596667,20.75,1.65,md,18,121,0.1076,0.09,nc,nc72460326,2015-06-04T22:06:00.760Z,"11km E of Hydesville, California",earthquake
2015-06-03T09:35:46.870Z,40.8713,48.7629,10,4.6,mb,,39,3.15,1.09,us,us20002ll7,2015-06-03T17:38:27.035Z,"14km W of Altiagac, Azerbaijan",earthquake
2015-06-03T09:34:08.890Z,32.9713333,-115.5681667,9.3,2.08,ml,26,68,0.06773,0.2,ci,ci37392904,2015-06-03T16:10:06.081Z,"4km WSW of Brawley, California",earthquake
2015-06-03T09:28:44.000Z,51.8685,178.4493,120.4,2.5,ml,,,,0.23,ak,ak11620482,2015-06-08T19:57:00.673Z,"9km SSW of Little Sitkin Island, Alaska",earthquake
2015-06-03T09:22:45.000Z,60.887,-152.4051,106.4,1.6,ml,,,,0.39,ak,ak11620481,2015-06-08T19:56:02.442Z,"48km NNE of Redoubt Volcano, Alaska",earthquake
2015-06-03T09:13:18.100Z,19.301,-64.9434,29,2.5,Md,4,288,0.80938207,0.07,pr,pr15154008,2015-06-03T17:16:03.229Z,"103km NNW of Road Town, British Virgin Islands",earthquake
2015-06-03T09:13:00.670Z,10.8145,126.0863,53.12,4.7,mb,,94,3.754,0.77,us,us20002ll4,2015-06-03T17:15:37.354Z,"31km ESE of Sulangan, Philippines",earthquake
2015-06-03T09:05:54.000Z,52.7636,-169.5428,10.6,1.7,ml,,,,0.26,ak,ak11620479,2015-06-08T19:56:01.641Z,"49km WSW of Nikolski, Alaska",earthquake
2015-06-03T08:52:38.800Z,18.7835,-64.2679,41,2.7,Md,5,345.6,0.08084838,0.11,pr,pr15154005,2015-06-03T17:03:43.456Z,"54km NE of Road Town, British Virgin Islands",earthquake
2015-06-03T08:47:18.700Z,39.705,-110.7226667,-2.56,2.17,ml,33,55,0.03,0.17,uu,uu60113162,2015-06-04T17:12:21.370Z,"11km ENE of Helper, Utah",earthquake
2015-06-03T08:43:01.000Z,63.1449,-150.5502,116.9,1,ml,,,,0.28,ak,ak11620478,2015-06-08T19:56:00.814Z,"84km WSW of Cantwell, Alaska",earthquake
2015-06-03T08:36:31.930Z,12.8848,146.0972,33.96,4.7,mb,,64,1.386,0.57,us,us20002lkt,2015-06-03T21:11:52.665Z,"149km ESE of Yigo Village, Guam",earthquake
2015-06-03T08:34:31.000Z,52.7105,-169.4623,64.6,1.9,ml,,,,0.3,ak,ak11620477,2015-06-08T19:55:59.673Z,"47km WSW of Nikolski, Alaska",earthquake
2015-06-03T08:29:55.000Z,59.7591,-152.0634,66.7,1.7,ml,,,,0.41,ak,ak11616045,2015-06-08T19:56:18.083Z,"13km W of Anchor Point, Alaska",earthquake
2015-06-03T08:19:53.000Z,52.7413,-169.4572,6.8,1.4,ml,,,,0.51,ak,ak11620475,2015-06-08T19:55:58.834Z,"45km WSW of Nikolski, Alaska",earthquake
2015-06-03T08:18:36.300Z,19.5142,-66.2145,15,2.9,Md,3,320.4,1.2809976,0.58,pr,pr15154007,2015-06-03T16:21:06.780Z,"116km N of San Juan, Puerto Rico",earthquake
2015-06-03T08:16:06.090Z,31.1713,141.8811,10,4.8,mb,,124,2.613,1.28,us,us20002lkp,2015-06-03T16:18:32.652Z,"288km SE of Hachijo-jima, Japan",earthquake
2015-06-03T07:59:19.000Z,60.2107,-141.3266,0,1.2,ml,,,,0.72,ak,ak11616043,2015-06-08T19:56:20.818Z,"63km ENE of Cape Yakataga, Alaska",earthquake
2015-06-03T07:43:56.000Z,59.4257,-150.5944,27.8,2,ml,,,,0.36,ak,ak11616041,2015-06-08T19:56:20.114Z,"52km SE of Fritz Creek, Alaska",earthquake
2015-06-03T07:16:05.000Z,51.6352,-178.4706,6.6,2.4,ml,,,,0.52,ak,ak11616024,2015-06-08T19:55:42.706Z,"35km SW of Tanaga Volcano, Alaska",earthquake
2015-06-03T07:00:54.020Z,-19.6264,-179.1117,680.77,4.9,mb,,29,3.275,0.93,us,us20002ljy,2015-06-03T15:03:39.570Z,"121km NNW of Ndoi Island, Fiji",earthquake
2015-06-03T06:59:52.210Z,-19.6423,-179.101,667.96,5,mb,,29,3.292,1.1,us,us20002ljp,2015-06-03T15:02:36.089Z,"119km NNW of Ndoi Island, Fiji",earthquake
2015-06-03T06:55:42.000Z,62.173,-151.1703,82.4,1.4,ml,,,,0.23,ak,ak11616016,2015-06-08T19:56:22.545Z,"57km WSW of Talkeetna, Alaska",earthquake
2015-06-03T06:52:18.000Z,64.4277,-151.696,16.7,1.1,ml,,,,0.36,ak,ak11616014,2015-06-08T19:55:41.897Z,"81km SW of Manley Hot Springs, Alaska",earthquake
2015-06-03T06:51:26.000Z,60.1907,-141.2256,0,1.1,ml,,,,0.97,ak,ak11616013,2015-06-08T19:56:21.728Z,"68km ENE of Cape Yakataga, Alaska",earthquake
2015-06-03T06:45:41.000Z,60.5199,-147.5064,15.1,1.1,ml,,,,0.29,ak,ak11620468,2015-06-08T19:55:57.626Z,"70km ESE of Whittier, Alaska",earthquake
2015-06-03T06:32:41.000Z,58.8104,-154.247,120.6,1.6,ml,,,,0.24,ak,ak11620466,2015-06-08T19:55:56.879Z,"111km SSE of Old Iliamna, Alaska",earthquake
2015-06-03T06:09:29.000Z,64.7637,-147.8382,16.9,1,ml,,,,0.29,ak,ak11616009,2015-06-08T19:56:24.125Z,"10km SW of Fairbanks, Alaska",earthquake
2015-06-03T06:06:16.890Z,33.9761667,-116.8343333,18.31,1.53,ml,61,32,0.06283,0.16,ci,ci37392872,2015-06-03T15:51:16.200Z,"7km NE of Banning, California",earthquake
2015-06-03T06:04:49.000Z,60.0993,-151.5155,62.5,1.1,ml,,,,0.19,ak,ak11620463,2015-06-08T19:55:55.453Z,"32km SSW of Cohoe, Alaska",earthquake
2015-06-03T06:01:16.110Z,43.7175,-121.2316667,0.82,1.52,mh,8,199,0.004642,0.19,uw,uw61019522,2015-06-03T20:20:07.920Z,"22km ESE of Three Rivers, Oregon",earthquake
2015-06-03T05:56:22.500Z,37.1893,-116.7394,13.5493,1.11,ml,20,152.73,0.048,0.138,nn,nn00497120,2015-06-04T02:40:48.039Z,"31km N of Beatty, Nevada",earthquake
2015-06-03T05:43:09.000Z,51.7763,178.6534,88.5,2.2,ml,,,,0.48,ak,ak11620462,2015-06-08T19:55:54.439Z,"21km SSE of Little Sitkin Island, Alaska",earthquake
2015-06-03T05:38:22.000Z,60.335,-140.6307,13.5,1.5,ml,,,,0.54,ak,ak11615997,2015-06-08T19:56:23.297Z,"101km NNW of Yakutat, Alaska",earthquake
2015-06-03T05:38:03.000Z,53.5979,-167.4305,14.9,1.9,ml,,,,0.68,ak,ak11615996,2015-06-08T19:56:09.967Z,"66km WSW of Unalaska, Alaska",earthquake
2015-06-03T05:28:28.460Z,35.8031,-97.003,5,3.5,mb_lg,,37,0.2,0.51,us,us20002lja,2015-06-07T17:28:08.292Z,"15km NW of Chandler, Oklahoma",earthquake
2015-06-03T05:16:55.000Z,56.5512,-156.3908,71.3,1.8,ml,,,,0.5,ak,ak11620457,2015-06-08T19:55:53.753Z,"93km NNW of Chirikof Island, Alaska",earthquake
2015-06-03T05:14:17.030Z,34.2566667,-118.6825,11.38,2.66,ml,89,39,0.01521,0.22,ci,ci37392856,2015-06-10T23:58:28.052Z,"6km ESE of Simi Valley, California",earthquake
2015-06-03T05:07:51.870Z,34.1723333,-117.3886667,11.87,1.66,ml,58,50,0.08941,0.15,ci,ci37392848,2015-06-03T14:53:11.800Z,"5km WNW of Muscoy, California",earthquake
2015-06-03T04:59:21.700Z,19.3584,-65.294,7,2.6,Md,3,331.2,1.04474068,0.1,pr,pr15154004,2015-06-03T10:04:25.871Z,"116km N of Culebra, Puerto Rico",earthquake
2015-06-03T04:46:54.500Z,34.4596667,-118.0123333,9.6,1.01,ml,12,96,0.04824,0.09,ci,ci37392840,2015-06-03T14:43:18.768Z,"7km SSW of Littlerock, California",earthquake
2015-06-03T04:46:08.000Z,53.2573,-166.8407,47.7,1.6,ml,,,,0.24,ak,ak11615912,2015-06-08T19:56:09.213Z,"71km SSW of Unalaska, Alaska",earthquake
2015-06-03T04:45:00.000Z,60.2063,-141.4145,0,1.5,ml,,,,0.65,ak,ak11615911,2015-06-08T19:56:27.117Z,"58km ENE of Cape Yakataga, Alaska",earthquake
2015-06-03T04:41:23.000Z,61.3291,-151.7773,86,1.3,ml,,,,0.59,ak,ak11620453,2015-06-08T19:55:52.796Z,"75km NNW of Nikiski, Alaska",earthquake
2015-06-03T04:32:01.380Z,36.6536667,-120.8425,2.42,1.47,md,20,99,0.04096,0.05,nc,nc72460256,2015-06-04T17:20:44.470Z,"38km SSW of South Dos Palos, California",earthquake
2015-06-03T04:19:39.000Z,62.9046,-151.2326,107.8,2,ml,,,,0.47,ak,ak11615898,2015-06-08T19:57:31.322Z,"86km NW of Talkeetna, Alaska",earthquake
2015-06-03T03:41:35.329Z,38.523,-117.8743,13.059,1.16,ml,3,259.93,0.518,0.0782,nn,nn00497119,2015-06-04T02:40:06.574Z,"38km S of Gabbs, Nevada",earthquake
2015-06-03T03:23:00.980Z,36.4642,-113.5505,4.54,2.7,ml,,47,0.599,0.42,us,us20002lim,2015-06-06T02:25:58.639Z,"57km SE of Littlefield, Arizona",earthquake
2015-06-03T03:18:26.000Z,52.6817,-174.2729,208.6,2.6,ml,,,,0.57,ak,ak11620449,2015-06-08T19:56:23.284Z,"54km N of Atka, Alaska",earthquake
2015-06-03T03:16:26.000Z,61.2338,-150.7245,14.8,1.4,ml,,,,0.63,ak,ak11615887,2015-06-08T19:56:31.363Z,"44km W of Anchorage, Alaska",earthquake
2015-06-03T03:10:11.900Z,38.0908333,-112.3506667,3.51,1.29,ml,4,120,0.14,0.33,uu,uu60008350,2015-06-04T16:57:13.890Z,"19km SW of Junction, Utah",earthquake
2015-06-03T03:09:46.440Z,38.083,-112.3783333,-0.81,1.72,ml,15,88,0.159,0.23,uu,uu60113137,2015-06-04T17:02:55.230Z,"22km SW of Junction, Utah",earthquake
2015-06-03T03:05:22.000Z,63.068,-151.5,5.8,1.4,ml,,,,0.74,ak,ak11615885,2015-06-08T19:56:30.368Z,"109km NW of Talkeetna, Alaska",earthquake
2015-06-03T03:02:22.000Z,60.0217,-152.7255,94.5,1.4,ml,,,,0.36,ak,ak11620444,2015-06-08T19:55:49.684Z,"51km S of Redoubt Volcano, Alaska",earthquake
2015-06-03T02:39:47.800Z,36.7597,-98.0515,6.084,2.8,ml,,121,,0.6,us,us20002lq6,2015-06-19T05:43:46.329Z,"27km E of Cherokee, Oklahoma",earthquake
2015-06-03T02:31:17.276Z,37.1862,-116.7419,12.549,1.62,ml,21,89.07,0.045,0.1272,nn,nn00497107,2015-06-04T02:39:54.732Z,"30km N of Beatty, Nevada",earthquake
2015-06-03T02:25:35.000Z,60.1662,-141.3589,0,1.7,ml,,,,0.63,ak,ak11615883,2015-06-08T19:56:33.084Z,"60km E of Cape Yakataga, Alaska",earthquake
2015-06-03T02:22:52.160Z,38.8051667,-122.8215,3.57,1.32,md,47,52,0.007046,0.05,nc,nc72460226,2015-06-12T23:26:03.610Z,"6km WNW of The Geysers, California",earthquake
2015-06-03T02:15:36.278Z,37.1781,-116.7445,10.5446,2.47,ml,28,136.05,0.039,0.1137,nn,nn00497105,2015-06-04T02:39:19.695Z,"29km N of Beatty, Nevada",earthquake
2015-06-03T02:13:43.000Z,61.6118,-149.7905,54,1.7,ml,,,,0.35,ak,ak11615878,2015-06-08T19:55:30.909Z,"2km SE of Houston, Alaska",earthquake
2015-06-03T02:04:53.470Z,54.879,-158.565,34,2.5,ml,,,,1.12,us,us20002n2d,2015-06-19T05:13:13.640Z,"64km E of Chernabura Island, Alaska",earthquake
2015-06-03T02:04:20.000Z,51.5419,-177.4323,44.9,1.8,ml,,,,0.45,ak,ak11620440,2015-06-08T19:55:48.255Z,"62km SE of Tanaga Volcano, Alaska",earthquake
2015-06-03T01:58:34.000Z,59.9527,-141.7742,6.7,1.8,ml,,,,0.79,ak,ak11615876,2015-06-08T19:55:33.249Z,"38km ESE of Cape Yakataga, Alaska",earthquake
2015-06-03T01:53:18.720Z,-13.0818,167.1843,213.13,4.1,mb,,145,2.351,0.62,us,us20002pdi,2015-06-19T05:11:22.271Z,"97km NNW of Sola, Vanuatu",earthquake
2015-06-03T01:43:20.000Z,59.7673,-152.9193,19.2,1.5,ml,,,,0.49,ak,ak11615874,2015-06-08T19:55:31.940Z,"61km W of Anchor Point, Alaska",earthquake
2015-06-03T01:30:41.310Z,37.5753333,-118.8345,6.42,1.88,md,34,85,0.01528,0.05,nc,nc72460216,2015-06-04T07:11:07.490Z,"14km SE of Mammoth Lakes, California",earthquake
2015-06-03T01:26:58.730Z,38.8040009,-122.8095016,2.76,1.12,md,11,72,0.01178,0.04,nc,nc72460211,2015-06-03T01:28:32.340Z,"5km WNW of The Geysers, California",earthquake
